Roll_S1,Pitch_S1,Yaw_S1,Roll_S2,Pitch_S2,Yaw_S2,Roll_S3,Pitch_S3,Yaw_S3,Miscare,Time
-30.35,-53.06,3.2,-53.67,-34.69,-26.5,4.93,52.74,0.69,Walking_Abnormal,56.82
-32.8,-56.9,2.33,-60.41,-31.56,-26.5,0.74,51.85,-0.11,Walking_Abnormal,56.84
-29.67,-57.96,3.8,-56.24,-35.33,-26.5,7.35,51.46,-0.87,Walking_Abnormal,56.86
-32.69,-54.6,3.31,-54.94,-32.8,-26.5,0.66,49.79,-0.36,Walking_Abnormal,56.88
-29.21,-58.46,2.74,-55.37,-32.99,-26.5,7.63,52.93,0.71,Walking_Abnormal,56.9
-25.57,-63.82,2.24,-59.25,-33.37,-26.5,9.72,56.27,0.37,Walking_Abnormal,56.92
-30.35,-55.52,2.3,-55.89,-32.15,-26.5,1.51,54.15,0.32,Walking_Abnormal,56.94
-30.87,-56.5,2.64,-54.8,-30.02,-26.5,1.29,54.02,0.55,Walking_Abnormal,56.96
-27.21,-57.9,1.87,-55.1,-33.24,-26.5,9.57,55.29,-0.55,Walking_Abnormal,56.98
-25.38,-57.28,2.03,-56.69,-32.15,-26.5,6.59,57.53,-0.48,Walking_Abnormal,57
-31.62,-56.55,1.27,-61.94,-29.9,-26.5,-2.36,52.58,0.44,Walking_Abnormal,57.02
-29.47,-62.64,0.84,-63.86,-28,-26.5,-0.28,55.59,-0.17,Walking_Abnormal,57.04
-25.23,-61.68,1.25,-58.91,-32.37,-26.5,11.38,56.62,-0.99,Walking_Abnormal,57.06
-23.64,-62.14,0.69,-60.4,-31.56,-26.5,7.95,59.11,0.14,Walking_Abnormal,57.08
-32.02,-56.5,2.13,-64.76,-27.44,-26.5,-6.48,51.35,2.02,Walking_Abnormal,57.1
-28.21,-60,2.21,-58.05,-24.05,-26.5,-0.97,56.25,-2.07,Walking_Abnormal,57.12
-21.59,-66.59,0.61,-62.62,-30.31,-26.5,13.14,59.15,-0.12,Walking_Abnormal,57.14
-25.58,-56.92,0.09,-59.97,-27.19,-26.5,-1.57,58.7,0.81,Walking_Abnormal,57.16
-28.07,-60.8,-0.14,-65.1,-23.53,-26.5,-6.83,56.66,0.97,Walking_Abnormal,57.18
-23.11,-61.22,-0.47,-56.24,-26.85,-26.5,7.86,59.58,-1.27,Walking_Abnormal,57.2
-20.61,-64.5,-0.66,-65.23,-27.6,-26.5,6.71,62.05,0.06,Walking_Abnormal,57.22
-26.05,-62.96,-0.54,-70.91,-22.87,-26.5,-7.78,58.52,1.24,Walking_Abnormal,57.24
-23.67,-68.71,-0.35,-68.55,-21.17,-26.5,-2.94,62.61,-0.26,Walking_Abnormal,57.26
-20.08,-62.28,-0.89,-62.07,-26.49,-26.5,6.73,63.14,-0.81,Walking_Abnormal,57.28
-26.99,-58.82,0.7,-61.15,-24.63,-26.5,-6.35,57.98,-0.24,Walking_Abnormal,57.3
-27.62,-65.39,0,-67.94,-23,-26.5,-5.4,57.01,0.18,Walking_Abnormal,57.32
-22.86,-62.37,-0.04,-60.92,-27.41,-26.5,8.03,59.33,-0.07,Walking_Abnormal,57.34
-20.25,-64.86,-0.42,-66.13,-26.36,-26.5,5.3,62.81,-0.02,Walking_Abnormal,57.36
-25.34,-65.76,-1.2,-69.43,-21.99,-26.5,-8.21,60.48,0.34,Walking_Abnormal,57.38
-21.92,-65.17,-0.35,-60.67,-25.15,-26.5,4.83,62.82,0.43,Walking_Abnormal,57.4
-20.72,-61.65,-0.11,-62.89,-26.42,-26.5,5.88,62.84,-0.28,Walking_Abnormal,57.42
-26.04,-59.49,0.18,-62.4,-23.44,-26.5,-6.63,59.68,-0.46,Walking_Abnormal,57.44
-26.93,-65.74,0.04,-63.09,-22.6,-26.5,-6.54,58.9,-0.43,Walking_Abnormal,57.46
-22.89,-63.89,1.01,-61.74,-28.59,-26.5,10.72,58.65,0.47,Walking_Abnormal,57.48
-22.66,-62.67,0.3,-66.13,-27.08,-26.5,3.17,60.32,-0.72,Walking_Abnormal,57.5
-27.03,-60.85,-0.82,-65.73,-24.69,-26.5,-6.57,57.28,0.08,Walking_Abnormal,57.52
-23.47,-64.67,-0.38,-60.56,-23.97,-26.5,0.15,61.66,0.7,Walking_Abnormal,57.54
-21.51,-68.83,-0.25,-66.34,-27.54,-26.5,9.86,61.42,0.08,Walking_Abnormal,57.56
-23.76,-61.32,-0.56,-65.42,-25.02,-26.5,-2.99,60.34,-0.82,Walking_Abnormal,57.58
-23.62,-67.94,-0.3,-63.11,-24.02,-26.5,1.4,61.18,0.3,Walking_Abnormal,57.6
-20.42,-66.24,0.3,-62.92,-27.29,-26.5,10.27,62.07,0.35,Walking_Abnormal,57.62
-23.77,-59.78,0.02,-63.72,-25.63,-26.5,0.39,60.99,-1.07,Walking_Abnormal,57.64
-27.42,-65.05,-0.56,-68.96,-24.48,-26.5,-6.14,57.56,0.07,Walking_Abnormal,57.66
-23.72,-61.51,-0.03,-56.96,-27.5,-26.5,8.31,59.4,0.2,Walking_Abnormal,57.68
-20.84,-63.89,0.2,-61.92,-27.76,-26.5,7.38,61.23,-0.19,Walking_Abnormal,57.7
-26.43,-60.38,-0.7,-64.17,-26.14,-26.5,-2.19,57.74,0.13,Walking_Abnormal,57.72
-26.72,-67.01,-0.7,-67.26,-25.86,-26.5,-0.54,58.3,0.3,Walking_Abnormal,57.74
-22.6,-63.09,-0.83,-61.5,-29.78,-26.5,10.43,58.81,1.02,Walking_Abnormal,57.76
-25.47,-59.83,0.83,-60.9,-25.61,-26.5,-2.65,59.29,-1.12,Walking_Abnormal,57.78
-28.17,-59.59,-0.27,-57.88,-25.51,-26.5,-3.72,56.52,0.75,Walking_Abnormal,57.8
-22.69,-65.15,0.37,-62.07,-27.58,-26.5,8.72,59.8,0.2,Walking_Abnormal,57.82
-23.51,-62.22,-0.68,-65.53,-25.65,-26.5,-0.68,60.98,-1.66,Walking_Abnormal,57.84
-26.32,-67.16,-0.69,-66.71,-24.11,-26.5,-6.3,58.86,0.04,Walking_Abnormal,57.86
-23.14,-62.69,0.14,-57.4,-28.2,-26.5,9.2,60.2,0.97,Walking_Abnormal,57.88
-21.33,-63.39,-0.07,-64.62,-28.04,-26.5,8.66,61.53,0.1,Walking_Abnormal,57.9
-26.42,-62.42,-0.55,-66.86,-23.97,-26.5,-6.38,59.19,-0.37,Walking_Abnormal,57.92
-23.19,-63.66,-0.34,-58.21,-26.53,-26.5,6.15,60.5,0.35,Walking_Abnormal,57.94
-21.97,-62.11,0.38,-59.58,-28.74,-26.5,7.68,60.52,-0.58,Walking_Abnormal,57.96
-28.28,-59.98,0.57,-64.54,-24.45,-26.5,-9.83,56.36,-0.77,Walking_Abnormal,57.98
-23.17,-64.57,0.5,-63.26,-27.63,-26.5,9.07,59.81,0.21,Walking_Abnormal,58
-21.14,-64.47,-0.82,-65.28,-27.5,-26.5,6,61.98,-1.2,Walking_Abnormal,58.02
-27.27,-61.26,-0.07,-63.58,-25.7,-26.5,-6.45,57.35,-1.03,Walking_Abnormal,58.04
-27.67,-62.91,0.03,-61.43,-25.66,-26.5,-1.02,57.49,-0.68,Walking_Abnormal,58.06
-22.54,-63.34,0.47,-58.93,-28.71,-26.5,8.59,59.04,0.51,Walking_Abnormal,58.08
-24.77,-61.77,-0.13,-65.03,-25.41,-26.5,-1.69,59.99,1.04,Walking_Abnormal,58.1
-24.91,-63.32,-0.46,-59.96,-22.36,-26.5,-6.71,60.36,0.4,Walking_Abnormal,58.12
-22,-64.86,-0.97,-63.47,-27.58,-26.5,8.22,61.53,0.1,Walking_Abnormal,58.14
-20.22,-67.58,-1.67,-66.69,-28.23,-26.5,5.65,62.89,-0.97,Walking_Abnormal,58.16
-25.32,-62.53,-1.45,-65.33,-24.42,-26.5,-7.43,60.35,-1.12,Walking_Abnormal,58.18
-23.12,-67.64,-2.1,-61.51,-24.2,-26.5,-1.37,63.22,-0.57,Walking_Abnormal,58.2
-21.69,-63.83,-1.13,-58.98,-31.28,-26.5,13.93,61.75,1.66,Walking_Abnormal,58.22
-26.44,-59.28,-1.29,-62.74,-28.05,-26.5,-3.28,60.26,0.34,Walking_Abnormal,58.24
-27.48,-64.98,-1.11,-65.78,-23.89,-26.5,-8.51,60.82,-0.27,Walking_Abnormal,58.26
-21.75,-63.64,-1.33,-58.57,-29.79,-26.5,11.3,63.26,0.21,Walking_Abnormal,58.28
-22.85,-63.72,-0.88,-66.25,-26.25,-26.5,-0.22,63.55,-0.05,Walking_Abnormal,58.3
-25.75,-63.02,-0.74,-66.55,-24.65,-26.5,-6.2,61.1,-0.57,Walking_Abnormal,58.32
-22.8,-63.7,-1.45,-59.75,-25.56,-26.5,4.77,64.65,-0.16,Walking_Abnormal,58.34
-21.59,-67.3,-0.61,-65.24,-29.9,-26.5,9.98,61.46,-0.55,Walking_Abnormal,58.36
-27.22,-59.5,-0.7,-63.05,-25.37,-26.5,-7.28,57.98,0.14,Walking_Abnormal,58.38
-27.62,-64.42,-0.22,-67.13,-21.72,-26.5,-12.48,58.52,0.3,Walking_Abnormal,58.4
-22.59,-61.96,-1.23,-56.86,-28.28,-26.5,10.92,61.66,-0.12,Walking_Abnormal,58.42
-23.58,-61.55,-0.4,-64.59,-27.34,-26.5,2.66,61.54,-0.33,Walking_Abnormal,58.44
-26.71,-65.61,0.37,-68.29,-23.29,-26.5,-9.3,58.93,1.24,Walking_Abnormal,58.46
-22.47,-64.59,-0.93,-61.27,-28.86,-26.5,9.69,62.28,-1.08,Walking_Abnormal,58.48
-22.64,-62.06,-1.02,-64.15,-26.43,-26.5,-0.5,62.34,-1.65,Walking_Abnormal,58.5
-24.42,-65.8,-1.03,-65.15,-23.09,-26.5,-4.01,63.04,0.63,Walking_Abnormal,58.52
-21.42,-64.63,-0.65,-62.03,-28.29,-26.5,8.43,62.5,1.61,Walking_Abnormal,58.54
-21.43,-66.23,-1.66,-67.62,-26.2,-26.5,4.11,64.64,-0.57,Walking_Abnormal,58.56
-28.57,-59.46,-0.42,-66.66,-24.55,-26.5,-9.87,58.18,0.73,Walking_Abnormal,58.58
-26.66,-63.09,-0.51,-57.18,-24.98,-26.5,-1.73,59.29,-0.67,Walking_Abnormal,58.6
-21.85,-67.77,0.28,-62.19,-28.67,-26.5,11.95,61.43,-1.05,Walking_Abnormal,58.62
-26.13,-60.07,-0.6,-63.8,-26.55,-26.5,-4.23,59.45,-0.48,Walking_Abnormal,58.64
-25.05,-70.11,-1.3,-66.66,-22.9,-26.5,-9.25,61.56,0.11,Walking_Abnormal,58.66
-21.6,-62.37,-1.49,-62,-27.66,-26.5,9.36,62.62,0.77,Walking_Abnormal,58.68
-22.07,-63.73,-0.45,-68.32,-26.48,-26.5,5.6,63.21,-0.23,Walking_Abnormal,58.7
-27.06,-62.43,0.17,-65,-24.42,-26.5,-9.43,58.14,-0.11,Walking_Abnormal,58.72
-22.83,-64.33,-2.27,-57.14,-26.21,-26.5,5.54,61.65,0.33,Walking_Abnormal,58.74
-21.62,-66.81,-0.78,-68.63,-28.24,-26.5,9.24,62.45,0.39,Walking_Abnormal,58.76
-25.67,-60.59,-0.98,-64.19,-24.21,-26.5,-5.29,60.88,0.68,Walking_Abnormal,58.78
-26.75,-66.24,0.37,-65.47,-22.65,-26.5,-5.17,60.38,0.95,Walking_Abnormal,58.8
-22.81,-65.08,1.05,-65.17,-26.47,-26.5,4.82,62.3,0.37,Walking_Abnormal,58.82
-23.39,-61.62,1.06,-63.83,-26.7,-26.5,2.81,62.82,-2.09,Walking_Abnormal,58.84
-30.35,-58.28,2.1,-61.33,-26.43,-26.5,-6.31,55.51,-0.92,Walking_Abnormal,58.86
-27.41,-60,1.16,-58.13,-27.41,-26.5,2.31,58.01,0.88,Walking_Abnormal,58.88
-24.83,-66.19,2.25,-64.54,-29.29,-26.5,6.66,57.71,-0.99,Walking_Abnormal,58.9
-27.72,-59.4,1.71,-60.49,-26.98,-26.5,-3.6,57.57,-1.21,Walking_Abnormal,58.92
-28.92,-58.82,2.49,-58.08,-27.88,-26.5,0.79,57.11,1.85,Walking_Abnormal,58.94
-26.77,-57.49,3.45,-58.37,-31.08,-26.5,9.55,56.27,-0.05,Walking_Abnormal,58.96
-28.12,-59.28,2.88,-61.72,-27.83,-26.5,-2.41,56.49,-0.92,Walking_Abnormal,58.98
-28.26,-63.59,0.66,-66.56,-24.67,-26.5,-4.93,57.82,0.63,Walking_Abnormal,59
-22.81,-64.32,0.13,-60.5,-27.78,-26.5,6.02,60.56,-1.15,Walking_Abnormal,59.02
-23.83,-63.64,-1.58,-65.62,-25.05,-26.5,-3.48,62.15,-0.08,Walking_Abnormal,59.04
-24.91,-65.71,-0.56,-67.66,-22.94,-26.5,-2.5,62.01,2.11,Walking_Abnormal,59.06
-21.18,-68.61,-0.18,-65.62,-25.66,-26.5,5.78,63.05,0.21,Walking_Abnormal,59.08
-20.35,-63.68,-0.16,-68.39,-23.34,-26.5,-0.67,65.05,-1.53,Walking_Abnormal,59.1
-25.01,-64.92,-1.7,-68.4,-22.16,-26.5,-8.01,61.05,-0.09,Walking_Abnormal,59.12
-22.99,-66.59,-1.34,-61.42,-24.9,-26.5,3.07,62.41,0.68,Walking_Abnormal,59.14
-19.19,-68.22,-0.84,-63.11,-25.77,-26.5,8.89,65.32,-0.74,Walking_Abnormal,59.16
-24.93,-64.53,-1.8,-68.58,-23.02,-26.5,-9.13,62.81,-0.04,Walking_Abnormal,59.18
-23.8,-64.75,-1.56,-64.06,-24.02,-26.5,-0.74,63.96,0.9,Walking_Abnormal,59.2
-22.01,-63.62,0.57,-61.67,-27.04,-26.5,8.2,63.98,-0.14,Walking_Abnormal,59.22
-25.95,-58.43,0.48,-63.47,-27.77,-26.5,-4.48,59.67,-0.8,Walking_Abnormal,59.24
-28.41,-59.87,1.04,-62.7,-24.29,-26.5,-10.14,58.55,0.67,Walking_Abnormal,59.26
-24.57,-63.06,0.58,-59.16,-29.9,-26.5,7.4,61.34,-0.27,Walking_Abnormal,59.28
-21.75,-59.36,1.08,-59.87,-30.42,-26.5,7.53,62.86,0.45,Walking_Abnormal,59.3
-28.93,-58.35,0.57,-65.88,-26.12,-26.5,-8.84,59.49,0.08,Walking_Abnormal,59.32
-24.93,-61.2,0.92,-54.59,-29.35,-26.5,7.06,61.03,-1.29,Walking_Abnormal,59.34
-22.39,-64.36,-0.29,-64.97,-29.58,-26.5,5.22,65.24,0.39,Walking_Abnormal,59.36
-30.18,-59.61,1.44,-65.47,-26.35,-26.5,-8.38,58.08,-0.43,Walking_Abnormal,59.38
-27.78,-60.49,1.15,-55.59,-27.05,-26.5,-1.26,61.18,-0.38,Walking_Abnormal,59.4
-26.57,-58.87,1.89,-58.68,-33.69,-26.5,11.68,58.3,-0.42,Walking_Abnormal,59.42
-30.63,-54.35,2.29,-56.96,-32.37,-26.5,-1.25,56.91,-0.46,Walking_Abnormal,59.44
-34.75,-57.24,2.6,-59.08,-30.74,-26.5,-4.58,51.96,0.76,Walking_Abnormal,59.46
-28.65,-59.13,2.34,-52.8,-34.03,-26.5,9.96,56.18,-1.46,Walking_Abnormal,59.48
-24.3,-58.65,0.8,-56.92,-34.17,-26.5,11.84,59.13,-0.44,Walking_Abnormal,59.5
-32.06,-53.15,1.77,-58.57,-31.51,-26.5,-1.99,54.48,2.67,Walking_Abnormal,59.52
-32.38,-59.4,2.81,-60.46,-28.59,-26.5,-2.62,54.37,0.57,Walking_Abnormal,59.54
-26.18,-60.33,1.34,-53.78,-32.54,-26.5,9.4,57.25,-2.99,Walking_Abnormal,59.56
-28.86,-57.03,0.7,-62.7,-29.57,-26.5,-1.55,58.49,2.2,Walking_Abnormal,59.58
-28.66,-59.11,1.25,-58.59,-29.12,-26.5,2.32,58.58,-0.12,Walking_Abnormal,59.6
-25.79,-61.79,1.73,-57.8,-32.94,-26.5,9.75,56.83,-1.86,Walking_Abnormal,59.62
-27.37,-57.87,-0.14,-64.14,-29.99,-26.5,0.7,60.84,1.42,Walking_Abnormal,59.64
-29.79,-58.42,0.89,-58.74,-30.64,-26.5,3.61,58.85,1.2,Walking_Abnormal,59.66
-27.13,-56.91,3.39,-56.03,-34.82,-26.5,8.71,57.31,-1.16,Walking_Abnormal,59.68
-32.22,-58.95,2.53,-63.17,-29.58,-26.5,-4.09,54.06,0.57,Walking_Abnormal,59.7
-26.69,-61.74,2.26,-55.24,-33.18,-26.5,10.92,57.96,-0.73,Walking_Abnormal,59.72
-23.75,-63.31,1.55,-59.78,-31.74,-26.5,7.54,60.98,-0.66,Walking_Abnormal,59.74
-32.16,-57.58,2.06,-60.91,-28.71,-26.5,-6.54,54.48,1.74,Walking_Abnormal,59.76
-26.93,-56.09,1.59,-52.84,-31.05,-26.5,9.28,58,-1.32,Walking_Abnormal,59.78
-26.1,-54.22,1.86,-59.08,-31.53,-26.5,5.34,59.5,-0.43,Walking_Abnormal,59.8
-32.08,-58.13,1.2,-62.34,-28.25,-26.5,-6.54,54.62,1.34,Walking_Abnormal,59.82
-25.99,-61.11,2.08,-57.54,-30.03,-26.5,9.08,60.35,-1.01,Walking_Abnormal,59.84
-24.33,-56.81,2.08,-58.71,-32.18,-26.5,8.68,60.93,0.89,Walking_Abnormal,59.86
-33.12,-54.33,2.79,-59.5,-28.92,-26.5,-6.46,53.38,1.09,Walking_Abnormal,59.88
-30.37,-62.61,2.73,-60.39,-28.03,-26.5,-0.4,56.88,-1.25,Walking_Abnormal,59.9
-23.58,-58.27,1.87,-54.06,-33.94,-26.5,11.54,59.11,-2.12,Walking_Abnormal,59.92
-29.3,-57.44,0.49,-60.95,-29.21,-26.5,-3.65,58.26,1.12,Walking_Abnormal,59.94
-28.2,-59.66,1.93,-55.38,-29.11,-26.5,3.28,58.46,0.31,Walking_Abnormal,59.96
-23.68,-64.16,1.44,-59.73,-32.03,-26.5,12.95,60.9,-0.96,Walking_Abnormal,59.98
-31.41,-55.92,2.48,-59.69,-29.46,-26.5,-5.71,57.53,0.33,Walking_Abnormal,60
-33.84,-58.97,3.57,-58.96,-28.7,-26.5,-4.2,53.69,-1.28,Walking_Abnormal,60.02
-26.43,-57.52,2.71,-50.55,-36.99,-26.5,17.12,52.87,-2.59,Walking_Abnormal,60.04
-29.42,-55.11,1.89,-56.88,-34.71,-26.5,4.89,53.41,2.21,Walking_Abnormal,60.06
-31.44,-57.51,2.67,-59.85,-28.35,-26.5,-1.51,53.6,1.94,Walking_Abnormal,60.08
-25.48,-60.93,2.71,-56.61,-31.68,-26.5,9.71,57.08,-1.26,Walking_Abnormal,60.1
-23.78,-58.64,0.85,-60.57,-32.72,-26.5,11.1,58.3,-0.08,Walking_Abnormal,60.12
-27.38,-60.12,0.93,-65.69,-26.04,-26.5,-3.16,58.85,1.63,Walking_Abnormal,60.14
-25.34,-63.53,0.6,-58.19,-26.41,-26.5,2.33,60.51,-0.96,Walking_Abnormal,60.16
-22.03,-62.45,0.33,-60.76,-28.21,-26.5,5.78,62.24,-1.4,Walking_Abnormal,60.18
-28.76,-57.34,0.3,-59.41,-28.28,-26.5,-2.35,56.42,-0.11,Walking_Abnormal,60.2
-26.91,-65.52,1.17,-63.36,-25.24,-26.5,-1.35,58.85,1.26,Walking_Abnormal,60.22
-22.41,-65.93,0,-63,-30.36,-26.5,11.37,60.1,0,Walking_Abnormal,60.24
-26.21,-57.47,0,-59.35,-27.03,-26.5,-1.77,59.2,-0.99,Walking_Abnormal,60.26
-28.03,-62.64,0.99,-62.43,-24.59,-26.5,-5.56,57.63,0.61,Walking_Abnormal,60.28
-22.25,-62.07,1.2,-62.01,-29.3,-26.5,10.35,59.45,-0.44,Walking_Abnormal,60.3
-26.32,-60.93,-0.6,-62.28,-27.04,-26.5,-2.19,58.41,-0.34,Walking_Abnormal,60.32
-26.35,-63.73,-0.15,-65.23,-26.07,-26.5,-1.57,59.3,0.85,Walking_Abnormal,60.34
-23.84,-60.56,0.55,-60.03,-29.85,-26.5,7.3,59.54,0.59,Walking_Abnormal,60.36
-26.34,-58.28,1.38,-61.25,-28.04,-26.5,-1.42,58.87,-1.3,Walking_Abnormal,60.38
-29.66,-63.51,1.96,-63.85,-25.73,-26.5,-8.42,56.07,0.5,Walking_Abnormal,60.4
-24.96,-63.25,1.52,-61.3,-28.85,-26.5,5.85,58.83,0.18,Walking_Abnormal,60.42
-25.59,-58.62,1.72,-61.15,-28.2,-26.5,0.16,59.02,-1.24,Walking_Abnormal,60.44
-28.12,-58.52,1.42,-63,-25.08,-26.5,-6.77,57.81,0.36,Walking_Abnormal,60.46
-24.85,-63.75,1.67,-61.32,-29.74,-26.5,5.89,58.79,0.99,Walking_Abnormal,60.48
-24.82,-58.1,0.92,-63.33,-29.3,-26.5,3.89,59.23,-0.3,Walking_Abnormal,60.5
-29.49,-59.19,1.83,-64.42,-25.97,-26.5,-6.66,55.86,-0.28,Walking_Abnormal,60.52
-27.67,-58.24,1.04,-53.84,-28.99,-26.5,3.92,58.19,-0.62,Walking_Abnormal,60.54
-25.52,-62.61,2.57,-59.12,-33.92,-26.5,10.54,56.21,-1.38,Walking_Abnormal,60.56
-32.1,-54.4,2.69,-59.22,-31.78,-26.5,-2.05,51.81,0.61,Walking_Abnormal,60.58
-29.43,-57.6,3.58,-55.47,-30.98,-26.5,4.49,54.1,0.11,Walking_Abnormal,60.6
-24.53,-62.85,1.53,-58.51,-33.26,-26.5,12.65,55.69,-2.52,Walking_Abnormal,60.62
-29.53,-55.94,0.84,-61.27,-29.21,-26.5,-3.56,54.92,1.42,Walking_Abnormal,60.64
-27.48,-60.28,2.23,-55.36,-28.19,-26.5,1.78,57.42,-0.16,Walking_Abnormal,60.66
-23.35,-60.37,1.63,-58.02,-33.55,-26.5,16.91,57.62,1.55,Walking_Abnormal,60.68
-28.73,-56.25,1.64,-53.6,-27.79,-26.5,-5.56,56.79,-0.24,Walking_Abnormal,60.7
-27.6,-62.38,1.11,-61.49,-26.66,-26.5,-3.78,60.24,-1.68,Walking_Abnormal,60.72
-24.83,-59.28,1.17,-56.48,-33.89,-26.5,14.9,59.51,0.79,Walking_Abnormal,60.74
-27.32,-54.9,1.58,-58.24,-33.64,-26.5,5.62,57.85,-0.62,Walking_Abnormal,60.76
-29.13,-58.83,1.89,-64.69,-27.11,-26.5,-5.4,58.48,2.08,Walking_Abnormal,60.78
-26.57,-58.07,0.92,-54.05,-32.61,-26.5,10.67,58.73,0.37,Walking_Abnormal,60.8
-22.47,-61.43,0.84,-61.35,-31.42,-26.5,6.89,62.42,-0.67,Walking_Abnormal,60.82
-29.53,-63.48,0.69,-66.24,-25.79,-26.5,-10.57,57.42,1.75,Walking_Abnormal,60.84
-27.76,-60.87,1.9,-56.25,-28.98,-26.5,2.81,58.8,-2.33,Walking_Abnormal,60.86
-21.44,-61.42,1.06,-60.49,-30.3,-26.5,9.24,62.51,-2.06,Walking_Abnormal,60.88
-27.23,-59.28,0.94,-63.99,-27.56,-26.5,-3.97,60.45,1.37,Walking_Abnormal,60.9
-25.91,-59.97,0.34,-55.74,-29.4,-26.5,5.69,60.16,-1.46,Walking_Abnormal,60.92
-23.87,-60.68,1.46,-58.73,-31.15,-26.5,7.51,59.96,-0.13,Walking_Abnormal,60.94
-30.75,-56.77,0.65,-63.63,-27.28,-26.5,-5.49,55.74,0.48,Walking_Abnormal,60.96
-29.4,-56.4,2.09,-50.72,-32.25,-26.5,6.07,56.39,-1.63,Walking_Abnormal,60.98
-27.26,-56.81,3,-59.14,-34.51,-26.5,8.85,53.48,0.27,Walking_Abnormal,61
-32.76,-55.16,3.02,-59.98,-28.74,-26.5,-5.16,51,0.42,Walking_Abnormal,61.02
-29.34,-60.35,2.51,-58.52,-28.79,-26.5,2.55,55.56,0.21,Walking_Abnormal,61.04
-22.52,-65.2,1.24,-63.15,-30.1,-26.5,10.66,60.5,-0.54,Walking_Abnormal,61.06
-29.01,-58.71,0.86,-63.7,-25.96,-26.5,-8.88,56.46,0.29,Walking_Abnormal,61.08
-28.42,-58.74,0.82,-58.48,-26.1,-26.5,-0.27,57.31,-0.18,Walking_Abnormal,61.1
-23.17,-65.48,1.76,-59.5,-31.01,-26.5,9.49,59.35,-1.55,Walking_Abnormal,61.12
-27.07,-56.45,0.54,-58.5,-28.11,-26.5,-2.76,58.43,-0.68,Walking_Abnormal,61.14
-26.34,-61.17,0.93,-57.74,-26.86,-26.5,3.14,58.59,0.7,Walking_Abnormal,61.16
-22.42,-66.04,0.92,-62.98,-30.59,-26.5,9.42,59.86,-1.09,Walking_Abnormal,61.18
-28.59,-59.86,-0.26,-64.72,-25.34,-26.5,-9.45,57.21,-0.06,Walking_Abnormal,61.2
-24.65,-60.39,0.79,-53.14,-29.84,-26.5,8.28,59.24,-0.56,Walking_Abnormal,61.22
-22.17,-64.15,0.31,-63.14,-30.77,-26.5,9.96,60.31,-0.32,Walking_Abnormal,61.24
-28.75,-62.53,0.7,-67.18,-25.06,-26.5,-9.38,57.8,-0.72,Walking_Abnormal,61.26
-27.07,-59.7,0.92,-58.22,-27.97,-26.5,2.91,58.85,-0.43,Walking_Abnormal,61.28
-24,-64.06,1.2,-58.91,-34.73,-26.5,13.41,56.24,0.11,Walking_Abnormal,61.3
-28.94,-60.01,1.71,-63.26,-27.16,-26.5,-7.45,55.45,0.22,Walking_Abnormal,61.32
-29,-59.15,1.43,-60.91,-25.02,-26.5,-4.36,57.1,-0.5,Walking_Abnormal,61.34
-22.7,-66.73,0.59,-61.97,-34.16,-26.5,13.85,56.35,0.1,Walking_Abnormal,61.36
-31.15,-63.83,1.32,-67.49,-23.21,-26.5,-12.2,53.52,0.14,Walking_Abnormal,61.38
-22.1,-61.82,0.13,-57.67,-33.84,-26.5,18.99,56.34,1.79,Walking_Abnormal,61.4
-26.19,-59.18,1.41,-63.41,-25.7,-26.5,-5.01,58.72,1.48,Walking_Abnormal,61.42
-27.65,-65.28,0.83,-68.98,-22.93,-26.5,-9.46,58.06,-0.9,Walking_Abnormal,61.44
-23.28,-60.57,-0.1,-58.16,-31.6,-26.5,12.11,58.49,-0.11,Walking_Abnormal,61.46
-21.99,-64.04,-0.31,-64.77,-28.57,-26.5,4.31,62.25,0.33,Walking_Abnormal,61.48
-29.27,-60.86,1.7,-64.83,-24.87,-26.5,-7.36,56.13,0.71,Walking_Abnormal,61.5
-24.08,-61.23,0.68,-55.25,-30.26,-26.5,10.29,57.87,-1.79,Walking_Abnormal,61.52
-21.47,-58.45,0.29,-64.43,-29.59,-26.5,7.85,62.13,0.89,Walking_Abnormal,61.54
-31.05,-59.49,2.07,-63.96,-23.97,-26.5,-9.18,54.18,-0.73,Walking_Abnormal,61.56
-23.93,-60.29,1.4,-56.19,-32.58,-26.5,10.9,55.14,-0.47,Walking_Abnormal,61.58
-24.07,-57.62,0.69,-62.04,-29.18,-26.5,3.52,59.34,0.9,Walking_Abnormal,61.6
-29.74,-59.66,1.31,-64.04,-24.5,-26.5,-8.62,55.3,-0.88,Walking_Abnormal,61.62
-24.13,-60.35,0.64,-56.19,-34.73,-26.5,14.56,55.06,0.43,Walking_Abnormal,61.64
-26.07,-53.37,1.15,-57.59,-30.24,-26.5,3.02,56.35,0.55,Walking_Abnormal,61.66
-29.28,-65.51,1.2,-67.68,-25.09,-26.5,-9.26,54.29,0.8,Walking_Abnormal,61.68
-23.6,-59.21,0.71,-52.84,-31.54,-26.5,15.4,56.86,-0.29,Walking_Abnormal,61.7
-26.71,-59.29,0.67,-61.15,-28.54,-26.5,-3.78,55.91,-0.33,Walking_Abnormal,61.72
-24.45,-64.58,0.59,-61.83,-22.22,-26.5,-3.36,60.14,-0.15,Walking_Abnormal,61.74
-19.38,-62.48,0.33,-58.54,-31.05,-26.5,15.73,62.04,-0.42,Walking_Abnormal,61.76
